Date,PM2.5,PM10,NO2,CO,SO2,O3,tavg,rh,wspd,AQI
2020-04-13,60.6,136.77,23.4,0.83,19.86,41.07,30.7,6.313373253493014,6.7,119.0
2020-04-14,58.22,144.7,25.71,0.93,17.38,40.74,31.1,6.313373253493014,4.2,134.0
2020-04-15,58.31,190.98,24.55,0.93,14.89,38.22,31.2,6.313373253493014,6.7,152.0
2020-04-16,69.8,191.17,25.01,0.94,19.42,41.87,30.1,6.313373253493014,5.4,172.0
2020-04-17,26.93,89.58,15.83,0.64,14.08,53.53,31.2,6.313373253493014,8.3,123.0
2020-04-18,29.09,102.53,15.45,0.68,12.63,49.14,28.2,6.313373253493014,7.6,102.0
2020-04-19,35.49,73.86,19.72,0.71,13.17,40.53,27.3,7.1,6.2,95.0
2020-04-20,52.86,113.25,24.56,1.02,15.06,32.67,26.4,0.0,5.7,115.0
2020-04-21,37.17,87.27,19.64,0.82,15.36,48.56,27.2,6.313373253493014,5.2,102.0
2020-04-22,58.25,130.99,24.79,0.86,17.34,46.94,28.2,6.313373253493014,5.2,122.0
2020-04-23,54.71,127.82,24.83,0.91,17.39,43.99,28.3,6.313373253493014,5.0,129.0
2020-04-24,65.91,138.46,25.62,0.99,18.62,47.98,29.7,6.313373253493014,5.6,143.0
2020-04-25,33.09,85.83,18.68,0.75,12.76,54.53,30.3,6.313373253493014,6.4,121.0
2020-04-26,40.24,117.1,17.45,0.77,16.21,47.16,24.4,0.5,9.3,119.0
2020-04-27,27.18,53.02,14.8,0.76,15.59,53.43,27.1,20.1,12.1,98.0
2020-04-28,41.75,80.36,17.35,0.86,17.6,58.96,28.9,0.0,7.0,105.0
2020-04-29,55.18,114.91,20.11,0.91,19.08,58.57,30.1,6.313373253493014,5.3,123.0
2020-04-30,49.96,115.63,17.61,0.84,17.42,59.55,31.1,6.313373253493014,8.0,128.0
2020-05-01,61.04,143.11,18.46,0.89,17.52,56.81,31.8,6.313373253493014,7.5,140.0
2020-05-02,34.67,107.36,14.36,0.76,13.0,60.45,31.2,6.313373253493014,10.4,127.0
2020-05-03,32.56,83.02,15.14,0.68,11.94,49.04,27.2,11.9,9.1,110.0
2020-05-04,26.63,60.59,16.95,0.72,11.92,50.56,28.4,0.5,6.5,92.0
2020-05-05,56.24,115.91,21.36,0.87,16.4,52.12,30.7,0.0,5.7,117.0
2020-05-06,58.44,169.61,21.88,0.89,15.78,53.95,29.3,6.313373253493014,7.0,139.0
2020-05-07,36.02,88.35,17.97,0.73,13.6,73.11,29.4,6.313373253493014,6.5,140.0
2020-05-08,51.09,120.82,21.66,0.83,13.82,74.28,32.2,6.313373253493014,5.2,138.0
2020-05-09,54.18,126.9,17.65,0.85,13.33,76.32,33.5,6.313373253493014,6.4,142.0
2020-05-10,44.3,110.39,16.46,0.74,12.02,63.71,27.7,6.313373253493014,10.4,127.0
2020-05-11,43.26,93.49,19.53,0.76,12.66,64.6,29.3,6.313373253493014,8.4,113.0
2020-05-12,43.19,94.4,18.49,0.75,13.84,64.1,31.2,6.313373253493014,7.1,122.0
2020-05-13,68.8,159.2,21.34,0.9,15.41,52.2,30.2,6.313373253493014,6.8,132.0
2020-05-14,56.17,126.53,25.12,0.89,12.92,50.22,30.8,6.313373253493014,5.3,154.0
2020-05-15,47.44,101.93,23.45,0.84,13.71,53.08,31.8,6.313373253493014,8.9,125.0
2020-05-16,81.87,151.8,26.17,0.99,16.19,63.12,31.8,6.313373253493014,7.6,175.0
2020-05-17,98.63,187.24,31.96,1.06,20.19,59.79,32.1,6.313373253493014,5.6,202.0
2020-05-18,101.02,192.68,34.76,1.12,22.11,53.55,32.1,6.313373253493014,5.8,222.0
2020-05-19,106.63,208.65,42.67,1.31,20.41,57.05,32.3,6.313373253493014,3.9,238.0
2020-05-20,67.8,155.41,32.8,1.03,18.96,62.34,32.7,6.313373253493014,6.9,196.0
2020-05-21,55.92,163.77,31.36,1.09,18.99,62.56,33.2,6.313373253493014,9.5,149.0
2020-05-22,94.37,213.47,45.36,1.31,26.05,55.45,34.4,6.313373253493014,5.2,199.0
2020-05-23,74.92,209.49,42.43,1.16,17.05,41.87,38.6,6.313373253493014,6.6,202.0
2020-05-24,55.37,179.3,27.35,0.87,17.11,53.31,36.4,6.313373253493014,8.1,174.0
2020-05-25,61.46,162.41,30.92,0.94,21.3,54.74,36.0,6.313373253493014,9.7,157.0
2020-05-26,55.38,190.11,37.79,1.1,16.82,38.73,37.6,6.313373253493014,10.7,153.0
2020-05-27,43.22,161.76,26.95,0.83,14.49,66.77,37.5,6.313373253493014,8.8,156.0
2020-05-28,39.07,229.55,17.1,0.8,11.68,55.92,32.8,6.313373253493014,14.1,174.0
2020-05-29,24.62,66.66,19.02,0.77,9.95,47.48,28.4,0.0,14.8,129.0
2020-05-30,23.09,53.19,18.51,0.84,9.95,50.29,29.2,4.1,8.8,84.0
2020-05-31,21.51,40.43,17.05,0.84,9.06,42.29,25.8,8.9,7.7,80.0
2020-06-01,41.05,80.47,22.99,0.96,14.02,50.57,29.4,3.0,4.4,100.0
2020-06-02,45.9,98.32,24.78,0.92,12.71,50.06,30.9,0.0,6.5,123.0
2020-06-03,50.62,114.01,28.02,0.9,15.91,52.16,30.5,6.313373253493014,4.9,123.0
2020-06-04,68.24,143.79,34.11,1.09,17.97,39.14,29.7,6.313373253493014,5.4,144.0
2020-06-05,42.43,87.05,25.87,0.87,12.46,44.83,29.1,0.0,5.8,126.0
2020-06-06,35.14,80.49,21.25,0.82,10.69,51.46,30.9,1.0,6.1,102.0
2020-06-07,39.99,91.17,22.65,0.86,11.89,45.4,29.3,1.0,5.3,104.0
2020-06-08,46.9,103.27,25.81,0.94,15.78,51.77,31.8,6.1,6.0,112.0
2020-06-09,64.77,148.67,32.01,1.01,15.06,49.14,34.3,0.0,4.9,138.0
2020-06-10,58.9,156.29,34.31,1.03,14.12,40.8,34.0,6.313373253493014,5.2,154.0
2020-06-11,54.69,134.36,30.94,0.91,12.74,40.63,34.8,6.313373253493014,4.7,142.0
2020-06-12,64.0,152.7,30.05,1.06,12.9,43.37,35.6,6.313373253493014,5.2,152.0
2020-06-13,52.36,129.33,25.46,0.95,10.59,34.95,32.6,6.313373253493014,6.5,132.0
2020-06-14,71.08,150.28,26.01,1.04,13.57,38.86,35.0,0.0,6.5,147.0
2020-06-15,48.69,120.23,25.95,0.88,12.57,48.39,35.7,6.313373253493014,8.2,130.0
2020-06-16,39.87,107.99,24.58,0.88,12.08,51.4,35.8,6.313373253493014,8.4,126.0
2020-06-17,34.35,92.58,16.94,0.78,10.84,48.72,35.9,6.313373253493014,9.1,110.0
2020-06-18,36.84,100.62,18.32,0.82,12.19,47.98,37.1,6.313373253493014,8.4,107.0
2020-06-19,57.6,205.56,17.78,0.86,11.98,40.95,36.6,6.313373253493014,9.4,132.0
2020-06-20,35.96,108.73,20.37,0.8,10.98,36.24,31.1,5.1,10.0,158.0
2020-06-21,39.7,95.63,23.7,0.85,11.71,33.92,31.9,2.0,5.8,105.0
2020-06-22,39.47,77.48,20.61,0.91,11.08,42.76,32.0,43.9,6.7,104.0
2020-06-23,29.02,64.12,16.39,0.88,11.09,28.64,33.4,0.0,8.9,85.0
2020-06-24,30.91,62.61,16.84,0.89,11.02,24.77,31.1,6.313373253493014,9.0,71.0
2020-06-25,38.37,77.76,21.41,1.02,11.28,25.92,31.8,6.313373253493014,4.9,86.0
2020-06-26,50.01,112.08,22.06,1.01,11.66,24.82,32.9,6.313373253493014,6.7,104.0
2020-06-27,39.8,155.94,21.46,0.87,10.38,18.88,34.8,0.0,11.8,112.0
2020-06-28,59.52,308.65,21.6,0.94,10.7,18.05,36.9,6.313373253493014,10.5,196.0
2020-06-29,44.86,184.12,21.57,0.88,11.58,26.61,35.9,6.313373253493014,9.0,233.0
2020-06-30,39.8,91.98,17.96,0.84,10.51,37.29,33.2,6.313373253493014,8.3,114.0
2020-07-01,54.01,128.66,21.05,0.97,11.15,29.73,34.2,6.313373253493014,5.2,101.0
